date,province,rainfall_mm,water_level_m,temperature_c,humidity_percent,is_flood
2020-01-09,Chiang Mai,11.15,5.69,31,77,0
2020-01-09,Nakhon Si Thammarat,17.49,3.09,28,87,0
2020-01-09,Khon Kaen,0.49,5.83,36,77,0
2020-01-09,Ubon Ratchathani,0.72,3.69,28,81,0
2020-01-09,Phrae,9.22,6.1,36,79,0
2020-01-09,Nakhon Sawan,11.89,6.9,37,78,0
2020-01-09,Khon Kaen,16.81,6.16,27,86,0
2020-01-09,Phrae,14.22,6.97,27,70,0
2020-01-09,Nakhon Sawan,18.73,6.35,29,91,0
2020-01-09,Phrae,1.65,4.55,33,62,0
2020-01-09,Sukhothai,17.69,4.89,25,81,0
2020-01-09,Nakhon Sawan,12.57,4.88,30,91,0
2020-01-09,Nakhon Si Thammarat,16.34,5.15,36,68,0
2020-01-09,Chiang Mai,3.69,8.31,32,62,0
2020-01-09,Sukhothai,16.12,6.56,31,77,0
2020-01-09,Songkhla,15.74,6.26,33,92,0
2020-01-09,Khon Kaen,11.96,4.36,32,80,0
2020-01-09,Chiang Mai,5.28,4.28,33,86,0
2020-01-09,Khon Kaen,17.01,5.53,32,63,0
2020-01-09,Bangkok,8.8,6.06,35,86,0
2020-01-09,Chiang Rai,18.98,6.34,30,79,0
2020-01-09,Chiang Mai,3.24,6.08,32,89,0
2020-01-09,Phrae,6.6,7.57,34,84,0
2020-01-09,Nakhon Ratchasima,6.58,6.44,27,75,0
2020-01-09,Ubon Ratchathani,17.15,7.25,29,81,0
2020-01-09,Ubon Ratchathani,8.95,5.68,37,81,0
2020-01-09,Nakhon Sawan,14.94,5.94,34,67,0
2020-01-09,Nakhon Si Thammarat,16.95,5.96,31,88,0
2020-01-09,Chiang Mai,16.81,6.74,28,91,0
2020-01-09,Nakhon Sawan,2.64,5.89,36,87,0
2020-01-09,Nakhon Sawan,16.61,5.45,28,77,0
2020-01-09,Ayutthaya,17.95,6.23,32,89,0
2020-01-09,Phrae,9.56,4.9,25,62,0
2020-01-09,Sukhothai,10.21,5.16,28,83,0
2020-01-09,Surat Thani,9.31,5.92,34,61,0
2020-01-09,Ubon Ratchathani,17.89,3.29,37,67,0
2020-01-09,Nan,14.97,4.72,30,82,0
2020-01-09,Pathum Thani,14.87,4.84,26,92,0
2020-01-09,Nakhon Ratchasima,17.27,6.18,36,71,0
2020-01-09,Songkhla,0.64,5.47,25,83,0
2020-01-09,Phrae,6.92,5.37,33,80,0
2020-01-09,Ubon Ratchathani,11.98,4.72,30,74,0
2020-01-09,Ayutthaya,2.61,4.06,25,91,0
2020-01-09,Nakhon Ratchasima,15.18,4.83,34,82,0
2020-01-09,Pathum Thani,19.92,6.48,32,93,0
2020-01-09,Sukhothai,6.39,6.32,25,63,0
2020-01-09,Songkhla,6.07,4.17,35,93,0
2020-01-09,Bangkok,6.31,4.58,33,82,0
2020-01-09,Pathum Thani,13.21,6.6,29,68,0
2020-01-09,Nakhon Ratchasima,0.4,4.36,34,71,0
2020-01-09,Nakhon Ratchasima,14.86,4.95,28,74,0
2020-01-09,Bangkok,11.67,4.87,26,83,0
2020-01-09,Bangkok,10.97,4.58,26,77,0
2020-01-09,Bangkok,17.85,5.76,34,80,0
2020-01-09,Ayutthaya,5.03,5.65,26,88,0
2020-01-09,Khon Kaen,6.92,6.26,28,78,0
2020-01-09,Chiang Rai,12.21,5.83,33,67,0
2020-01-09,Bangkok,17.39,5.06,30,86,0
2020-01-09,Ubon Ratchathani,11.86,5.59,36,60,0
2020-01-09,Sukhothai,10.74,4.35,33,79,0
2020-01-09,Nakhon Ratchasima,4.89,5.31,26,77,0
2020-01-09,Bangkok,3.82,5.78,26,67,0
2020-01-09,Ubon Ratchathani,7.61,4.14,33,63,0
2020-01-09,Chiang Rai,9.43,5.78,36,70,0
2020-01-09,Phrae,9.39,6.38,25,70,0
2020-01-09,Nakhon Sawan,17.56,5.01,26,86,0
2020-01-09,Chiang Rai,17.22,5.59,33,67,0
2020-01-09,Pathum Thani,11.63,5.63,25,91,0
2020-01-09,Bangkok,1.11,4.7,27,85,0
2020-01-09,Pathum Thani,10.9,3.8,28,82,0
2020-01-09,Khon Kaen,15.66,6.15,33,65,0
2020-01-09,Nakhon Sawan,17.53,6.09,33,94,0
2020-01-09,Chiang Rai,16.48,5.89,29,80,0
2020-01-09,Surat Thani,18.34,3.89,26,74,0
2020-01-09,Nakhon Sawan,13.53,6.14,35,79,0
2020-01-09,Chiang Rai,10.47,5.66,28,90,0
2020-01-09,Pathum Thani,11.68,4.13,31,63,0
2020-01-09,Phrae,7.66,5.55,32,84,0
2020-01-09,Bangkok,7.59,4.33,31,91,0
2020-01-09,Pathum Thani,8.12,5.43,37,83,0
2020-01-09,Nakhon Sawan,1.28,4.84,36,66,0
2020-01-09,Surat Thani,18.76,4.32,37,66,0
2020-01-09,Nan,0.81,3.41,35,70,0
2020-01-09,Chiang Mai,10.01,6.85,32,77,0
2020-01-09,Khon Kaen,18.93,5.75,29,89,0
2020-01-09,Nakhon Ratchasima,3.47,5.46,35,76,0
2020-01-09,Khon Kaen,2.61,7.04,32,60,0
2020-01-09,Songkhla,11.08,5.39,31,84,0
2020-01-09,Surat Thani,5.9,5.12,31,71,0
2020-01-09,Bangkok,11.67,4.53,28,60,0
2020-01-09,Phrae,14.8,5.26,27,76,0
2020-01-09,Surat Thani,8.45,5.08,29,66,0
2020-01-09,Sukhothai,17.04,6.57,34,61,0
2020-01-09,Nakhon Ratchasima,11.16,5.97,32,74,0
2020-01-09,Songkhla,13.11,5.98,37,74,0
2020-01-09,Khon Kaen,4.95,4.62,37,60,0
2020-01-09,Ubon Ratchathani,9.02,4.19,25,65,0
2020-01-09,Ayutthaya,16.89,6.41,29,71,0
2020-01-09,Phrae,5.98,4.76,28,66,0
2020-01-09,Nan,14.09,6.71,27,71,0
2020-01-09,Nakhon Sawan,15.42,7.09,37,90,0
2020-01-09,Bangkok,8.28,4.84,32,84,0
2020-01-09,Pathum Thani,14.67,4.08,33,91,0
2020-01-09,Songkhla,0.07,3.04,25,66,0
2020-01-09,Chiang Mai,9.17,3.87,33,65,0
2020-01-09,Nakhon Si Thammarat,13.36,3.94,28,85,0
2020-01-09,Nakhon Ratchasima,2.81,5.32,34,83,0
2020-01-09,Nan,13.02,5.32,32,72,0
2020-01-09,Nakhon Si Thammarat,11.5,6.02,33,76,0
2020-01-09,Surat Thani,9.37,5.58,29,69,0
2020-01-09,Bangkok,2.26,4.31,28,70,0
2020-01-09,Surat Thani,13.59,5.77,33,76,0
2020-01-09,Bangkok,11.74,6.48,33,72,0
2020-01-09,Sukhothai,19.76,6.06,26,77,0
2020-01-09,Nan,10.28,4.58,28,68,0
2020-01-09,Surat Thani,0.19,5.76,28,70,0
2020-01-09,Chiang Rai,17.64,5.65,35,85,0
2020-01-09,Nakhon Si Thammarat,4.11,4.24,35,64,0
2020-01-09,Nakhon Si Thammarat,19.76,6.62,31,93,0
2020-01-09,Nakhon Si Thammarat,15.34,7.86,25,89,0
2020-01-09,Nakhon Sawan,16.08,6.08,29,69,0
2020-01-09,Ayutthaya,18.12,7.35,30,92,0
2020-01-09,Sukhothai,3.78,5.76,34,71,0
2020-01-09,Chiang Rai,16.26,7.44,25,86,0
2020-01-09,Bangkok,12.33,5.79,37,65,0
2020-01-09,Bangkok,17.74,6.52,26,80,0
2020-01-09,Nakhon Sawan,2.34,6.38,26,87,0
2020-01-09,Ayutthaya,0.07,3.84,36,84,0
2020-01-09,Songkhla,1.02,4.27,26,72,0
2020-01-09,Chiang Rai,19.56,5.38,36,94,0
2020-01-09,Ayutthaya,18.12,6.4,28,64,0
2020-01-09,Nakhon Sawan,13.54,6.47,31,65,0
2020-01-09,Khon Kaen,5.78,4.47,33,68,0
2020-01-09,Nakhon Sawan,16.48,5.84,34,67,0
2020-01-09,Surat Thani,16.89,5.47,25,90,0
2020-01-09,Khon Kaen,5.74,4.28,30,90,0
2020-01-09,Ayutthaya,7.42,5.88,26,76,0
2020-01-09,Khon Kaen,19.3,6.16,28,76,0
2020-01-09,Songkhla,2.44,5.02,35,66,0
2020-01-09,Nakhon Si Thammarat,1.18,5.06,34,85,0
2020-01-09,Bangkok,18.27,5.76,37,90,0
2020-01-09,Ayutthaya,9.4,6.2,27,64,0
2020-01-09,Nakhon Sawan,7.79,4.11,35,67,0
2020-01-09,Nakhon Sawan,18.58,5.48,35,64,0
2020-01-09,Sukhothai,6.85,6.26,28,72,0
2020-01-09,Songkhla,0.6,4.24,26,72,0
2020-01-09,Chiang Mai,2.88,4.15,32,65,0
2020-01-09,Ubon Ratchathani,18.12,5.38,34,90,0
2020-01-09,Nan,6.58,4.9,36,70,0
2020-01-09,Khon Kaen,5.1,6.07,27,72,0
2020-01-09,Surat Thani,7.76,6.83,25,82,0
2020-01-09,Surat Thani,6.5,5.57,36,79,0
2020-01-09,Chiang Mai,12.03,4.84,27,69,0
2020-01-09,Nan,17.83,5.02,25,92,0
2020-01-09,Pathum Thani,8.28,5.02,27,70,0
2020-01-09,Bangkok,17.96,5.66,28,88,0
2020-01-09,Sukhothai,4.66,5.88,28,94,0
2020-01-09,Nakhon Ratchasima,3.66,4.36,36,77,0
2020-01-09,Bangkok,14.1,4.31,32,64,0
2020-01-09,Sukhothai,8.92,5.08,29,60,0
2020-01-09,Pathum Thani,19.58,5.68,28,81,0
2020-01-09,Chiang Rai,11.18,5.26,33,75,0
2020-01-09,Nakhon Sawan,3.13,4.53,33,68,0
2020-01-09,Nakhon Ratchasima,4.21,4.36,29,82,0
2020-01-09,Chiang Mai,14.49,4.68,33,88,0
2020-01-09,Surat Thani,17.44,4.93,31,89,0
2020-01-09,Nakhon Si Thammarat,15.33,4.66,30,65,0
2020-01-09,Khon Kaen,10.47,3.75,37,90,0
2020-01-09,Khon Kaen,3.53,7.36,35,71,0
2020-01-09,Nan,18.96,6.33,29,81,0
2020-01-09,Chiang Mai,8.46,4.87,35,62,0
2020-01-09,Phrae,18.22,5.24,30,78,0
2020-01-09,Nakhon Ratchasima,2.22,6.22,32,61,0
2020-01-09,Ayutthaya,18.19,6.35,33,61,0
2020-01-09,Ayutthaya,11.34,7.6,36,82,0
2020-01-09,Khon Kaen,12.52,5.92,32,61,0
2020-01-09,Chiang Rai,7.39,5.01,34,67,0
2020-01-09,Nan,3.9,4.41,35,76,0
2020-01-09,Phrae,13.42,5.15,29,73,0
2020-01-09,Nakhon Si Thammarat,4.49,5.24,31,71,0
2020-01-09,Sukhothai,19.78,6.9,26,87,0
2020-01-09,Nakhon Sawan,0.46,5.34,37,75,0
2020-01-09,Songkhla,14.12,5.52,30,72,0
2020-01-09,Pathum Thani,11.73,5.82,32,78,0
2020-01-09,Nakhon Ratchasima,1.83,4.52,26,88,0
2020-01-09,Songkhla,6.82,6.39,30,69,0
2020-01-09,Phrae,7.72,5.2,36,65,0
2020-01-09,Bangkok,2.72,4.51,31,91,0
2020-01-09,Surat Thani,2.71,4.84,33,63,0
2020-01-09,Nan,2.6,5.01,35,71,0
2020-01-09,Sukhothai,11.67,5.53,29,88,0
2020-01-09,Songkhla,3.23,5.57,37,88,0
2020-01-09,Nakhon Ratchasima,10.39,6.48,37,90,0
2020-01-09,Nan,2.87,7.45,29,83,0
2020-01-09,Nan,10.95,6.55,33,91,0
2020-01-09,Phrae,19.5,6.72,33,67,0
2020-01-09,Surat Thani,12.0,5.85,33,82,0
2020-01-09,Chiang Mai,18.78,7.38,28,76,0
2020-01-09,Phrae,17.3,5.83,29,66,0
2020-01-09,Khon Kaen,9.71,3.55,33,72,0
2020-01-09,Songkhla,5.11,3.85,36,63,0
2020-01-09,Nakhon Ratchasima,13.43,7.52,37,81,0
2020-01-09,Pathum Thani,14.67,5.53,28,84,0
2020-01-09,Ayutthaya,19.39,6.14,30,68,0
2020-01-09,Songkhla,1.42,4.86,28,86,0
2020-01-09,Chiang Mai,1.81,6.75,36,61,0
2020-01-09,Nakhon Ratchasima,11.56,5.52,31,78,0
2020-01-09,Nakhon Ratchasima,19.8,5.83,33,93,0
2020-01-09,Bangkok,15.06,7.54,26,94,0
2020-01-09,Bangkok,13.65,5.31,33,65,0
2020-01-09,Chiang Mai,2.32,4.84,28,85,0
2020-01-09,Sukhothai,1.59,6.64,25,74,0
2020-01-09,Nakhon Ratchasima,4.99,6.27,27,83,0
2020-01-09,Nakhon Sawan,15.99,6.48,34,93,0
2020-01-09,Chiang Rai,4.89,6.11,25,74,0
2020-01-09,Pathum Thani,8.2,5.13,35,82,0
2020-01-09,Chiang Rai,5.27,3.96,31,89,0
2020-01-09,Phrae,7.34,5.54,31,74,0
2020-01-09,Nakhon Si Thammarat,17.43,6.83,34,89,0
2020-01-09,Nan,6.92,4.95,27,74,0
2020-01-09,Chiang Rai,6.36,5.06,30,67,0
2020-01-09,Bangkok,1.65,4.68,35,82,0
2020-01-09,Phrae,15.77,4.84,35,94,0
2020-01-09,Khon Kaen,3.45,4.47,34,77,0
2020-01-09,Songkhla,15.56,5.9,25,77,0
2020-01-09,Sukhothai,11.32,6.27,28,61,0
2020-01-09,Chiang Rai,16.67,7.0,35,70,0
2020-01-09,Pathum Thani,9.05,5.43,25,69,0
2020-01-09,Ayutthaya,15.19,6.01,34,64,0
2020-01-09,Nakhon Si Thammarat,16.66,6.17,37,79,0
2020-01-09,Sukhothai,14.71,5.42,28,93,0
2020-01-09,Nakhon Ratchasima,0.21,4.46,35,78,0
2020-01-09,Bangkok,6.76,5.15,34,66,0
2020-01-09,Phrae,12.69,5.94,34,94,0
2020-01-09,Phrae,13.76,4.89,28,82,0
2020-01-09,Chiang Rai,3.24,5.81,33,83,0
2020-01-09,Nakhon Si Thammarat,9.31,6.36,35,68,0
2020-01-09,Nakhon Si Thammarat,8.84,5.62,27,86,0
2020-01-09,Songkhla,5.07,6.47,33,69,0
2020-01-09,Bangkok,16.23,5.63,34,66,0
2020-01-09,Sukhothai,9.8,5.33,32,70,0
2020-01-09,Ubon Ratchathani,13.54,7.24,29,76,0
2020-01-09,Nakhon Ratchasima,2.43,4.65,26,81,0
2020-01-09,Ubon Ratchathani,11.66,6.37,29,64,0
2020-01-09,Chiang Rai,19.01,5.91,32,71,0
2020-01-09,Sukhothai,18.18,5.17,34,94,0
2020-01-09,Chiang Mai,11.68,4.74,29,65,0
2020-01-09,Surat Thani,9.86,5.38,33,84,0
2020-01-09,Nan,7.46,6.12,31,64,0
2020-01-09,Nan,8.7,5.86,26,72,0
2020-01-09,Ubon Ratchathani,16.75,6.42,26,93,0
2020-01-09,Pathum Thani,10.68,3.92,36,62,0
2020-01-09,Surat Thani,19.61,5.66,30,80,0
2020-01-09,Nakhon Ratchasima,10.22,4.23,35,66,0
2020-01-09,Nakhon Ratchasima,10.28,7.96,33,84,0
2020-01-09,Chiang Mai,13.17,6.28,36,83,0
2020-01-09,Ayutthaya,13.03,4.94,33,88,0
2020-01-09,Chiang Mai,5.76,3.48,32,71,0
2020-01-09,Nakhon Si Thammarat,11.63,5.22,27,87,0
2020-01-09,Songkhla,16.43,5.63,32,83,0
2020-01-09,Khon Kaen,15.08,5.18,26,63,0
2020-01-09,Nakhon Sawan,3.27,4.35,26,65,0
2020-01-09,Songkhla,5.54,6.44,35,60,0
2020-01-09,Nakhon Sawan,13.27,5.02,31,85,0
2020-01-09,Nakhon Ratchasima,9.48,4.81,25,92,0
2020-01-09,Surat Thani,19.76,4.3,29,72,0
2020-01-09,Khon Kaen,7.62,4.96,29,71,0
2020-01-09,Nakhon Ratchasima,19.61,5.89,26,89,0
2020-01-09,Ubon Ratchathani,6.98,4.19,37,80,0
2020-01-09,Chiang Mai,11.76,7.33,37,92,0
2020-01-09,Nakhon Sawan,3.21,7.01,33,93,0
2020-01-09,Ubon Ratchathani,6.46,4.73,27,93,0
2020-01-09,Songkhla,11.21,3.15,35,92,0
2020-01-09,Chiang Rai,18.87,5.88,31,62,0
2020-01-09,Songkhla,2.87,4.44,31,70,0
2020-01-09,Chiang Mai,2.53,5.64,36,85,0
2020-01-09,Phrae,4.61,6.07,29,84,0
2020-01-09,Nakhon Sawan,5.71,4.34,31,79,0
2020-01-09,Sukhothai,19.56,6.73,26,92,0
2020-01-09,Ubon Ratchathani,5.49,4.73,35,63,0
2020-01-09,Chiang Rai,12.57,5.91,27,68,0
2020-01-09,Ayutthaya,1.87,4.95,33,73,0
2020-01-09,Nan,11.65,6.76,30,72,0
2020-01-09,Pathum Thani,6.67,5.53,26,76,0
2020-01-09,Phrae,16.25,6.8,35,86,0
2020-01-09,Khon Kaen,2.26,6.65,37,68,0
2020-01-09,Surat Thani,8.84,5.73,35,74,0
2020-01-09,Nakhon Sawan,17.79,5.45,32,92,0
2020-01-09,Chiang Mai,15.45,6.41,33,90,0
2020-01-09,Ubon Ratchathani,10.32,7.33,27,63,0
2020-01-09,Chiang Rai,0.21,6.23,26,93,0
2020-01-09,Ayutthaya,1.3,4.01,34,65,0
2020-01-09,Nakhon Ratchasima,10.34,5.62,29,61,0
2020-01-09,Chiang Mai,6.53,4.58,30,60,0
2020-01-09,Ubon Ratchathani,6.38,4.16,32,82,0
2020-01-09,Nakhon Ratchasima,19.49,6.22,31,82,0
2020-01-09,Nakhon Si Thammarat,16.88,6.08,29,72,0
2020-01-09,Nakhon Sawan,5.3,3.67,34,61,0
2020-01-09,Nakhon Sawan,2.28,3.86,36,68,0
2020-01-09,Chiang Mai,2.34,5.7,29,70,0
2020-01-09,Nan,5.79,2.68,32,65,0
2020-01-09,Ayutthaya,10.47,4.88,30,89,0
2020-01-09,Bangkok,3.83,5.39,32,68,0
2020-01-09,Ayutthaya,4.66,4.14,33,89,0
2020-01-09,Songkhla,8.35,5.84,30,78,0
2020-01-09,Ubon Ratchathani,7.61,4.92,32,77,0
2020-01-09,Bangkok,1.73,4.1,32,93,0
2020-01-09,Nakhon Si Thammarat,1.45,3.51,37,84,0
2020-01-09,Chiang Rai,13.38,7.04,28,92,0
2020-01-09,Khon Kaen,0.61,6.64,36,70,0
2020-01-09,Nakhon Si Thammarat,9.64,6.65,28,69,0
2020-01-09,Khon Kaen,15.93,5.19,35,82,0
2020-01-09,Chiang Mai,7.67,5.38,30,80,0
2020-01-09,Nakhon Ratchasima,1.81,5.27,31,84,0
2020-01-09,Phrae,19.33,5.09,26,85,0
2020-01-09,Bangkok,9.95,7.24,31,63,0
2020-01-09,Sukhothai,17.95,6.45,33,84,0
2020-01-09,Nakhon Sawan,6.33,5.91,37,87,0
2020-01-09,Phrae,19.74,6.54,31,65,0
2020-01-09,Nakhon Sawan,9.31,5.98,26,74,0
2020-01-09,Phrae,12.06,7.29,27,93,0
2020-01-09,Ubon Ratchathani,15.72,5.45,27,86,0
2020-01-09,Chiang Rai,1.49,4.35,28,85,0
2020-01-09,Bangkok,16.95,4.56,26,66,0
2020-01-09,Ubon Ratchathani,14.0,6.1,31,65,0
2020-01-09,Phrae,16.13,5.29,30,77,0
2020-01-09,Pathum Thani,18.65,5.58,29,68,0
2020-01-09,Ayutthaya,18.87,6.55,33,81,0
2020-01-09,Ubon Ratchathani,1.26,5.89,28,91,0
2020-01-09,Nakhon Ratchasima,5.25,6.5,36,81,0
2020-01-09,Bangkok,9.48,6.44,33,90,0
2020-01-09,Sukhothai,11.41,6.62,36,76,0
2020-01-09,Songkhla,8.68,3.78,27,65,0
2020-01-09,Nakhon Sawan,11.67,6.68,32,92,0
2020-01-09,Pathum Thani,18.29,5.88,36,77,0
2020-01-09,Surat Thani,6.1,5.54,31,68,0
2020-01-09,Pathum Thani,6.8,5.36,33,94,0
2020-01-09,Surat Thani,17.47,5.77,30,87,0
2020-01-09,Nakhon Ratchasima,2.43,5.58,33,65,0
2020-01-09,Chiang Mai,15.57,6.14,37,92,0
2020-01-09,Chiang Mai,9.19,6.23,37,71,0
2020-01-09,Nakhon Ratchasima,18.21,5.79,33,92,0
2020-01-09,Chiang Mai,13.52,4.85,26,73,0
2020-01-09,Bangkok,5.41,5.02,36,76,0
2020-01-09,Pathum Thani,13.66,7.21,36,75,0
2020-01-09,Bangkok,19.25,6.8,29,60,0
2020-01-09,Phrae,3.14,4.42,30,79,0
2020-01-09,Surat Thani,18.98,3.99,35,79,0
2020-01-09,Nakhon Si Thammarat,13.0,6.83,36,84,0
2020-01-09,Ayutthaya,15.85,6.49,36,71,0
2020-01-09,Songkhla,8.2,7.47,34,88,0
2020-01-09,Nakhon Sawan,12.77,5.82,35,80,0
2020-01-09,Phrae,18.05,6.39,26,81,0
2020-01-09,Pathum Thani,3.19,5.02,32,94,0
2020-01-09,Nakhon Si Thammarat,13.92,5.73,35,83,0
2020-01-09,Ayutthaya,6.16,4.68,35,61,0
2020-01-09,Nakhon Ratchasima,12.79,6.42,31,70,0
2020-01-09,Nakhon Ratchasima,10.05,5.02,25,74,0
2020-01-09,Pathum Thani,2.9,5.05,35,73,0
2020-01-09,Nakhon Sawan,3.41,4.22,33,82,0
2020-01-09,Chiang Rai,7.26,3.04,25,77,0
2020-01-09,Ubon Ratchathani,6.55,5.34,35,75,0
2020-01-09,Chiang Rai,5.87,5.21,36,76,0
2020-01-09,Nakhon Si Thammarat,13.12,5.86,37,76,0
2020-01-09,Nakhon Si Thammarat,12.1,5.98,30,94,0
2020-01-09,Ubon Ratchathani,3.88,7.72,34,71,0
2020-01-09,Ubon Ratchathani,6.21,5.14,28,64,0
2020-01-09,Bangkok,18.17,6.26,36,93,0
2020-01-09,Nakhon Si Thammarat,16.56,5.38,27,90,0
2020-01-09,Khon Kaen,14.49,4.56,27,70,0
2020-01-09,Ayutthaya,7.39,4.23,30,67,0
2020-01-09,Nan,1.76,7.12,30,88,0
2020-01-09,Phrae,15.63,4.43,25,90,0
2020-01-09,Nakhon Si Thammarat,5.81,5.2,27,79,0
2020-01-09,Surat Thani,16.1,5.61,25,80,0
2020-01-09,Nakhon Sawan,5.53,5.43,37,66,0
2020-01-10,Chiang Mai,1.56,5.94,28,81,0
2020-01-10,Nan,13.82,6.64,34,84,0
2020-01-10,Nakhon Sawan,19.73,5.12,30,91,0
2020-01-10,Ayutthaya,5.94,4.89,36,86,0
2020-01-10,Chiang Rai,5.49,5.45,31,87,0
2020-01-10,Chiang Mai,4.61,6.41,35,85,0
2020-01-10,Nakhon Si Thammarat,18.49,6.04,26,72,0
2020-01-10,Ubon Ratchathani,14.44,3.98,30,67,0
2020-01-10,Ayutthaya,4.45,7.23,33,67,0
2020-01-10,Nakhon Si Thammarat,10.47,5.77,32,61,0
2020-01-10,Phrae,9.56,6.68,36,71,0
2020-01-10,Ubon Ratchathani,0.4,5.68,29,77,0
2020-01-10,Songkhla,1.43,6.82,32,87,0
2020-01-10,Songkhla,4.34,4.72,27,94,0
2020-01-10,Chiang Rai,5.53,5.86,36,70,0
2020-01-10,Nakhon Sawan,15.23,5.61,27,71,0
2020-01-10,Phrae,3.65,4.98,37,73,0
2020-01-10,Songkhla,6.4,3.61,36,90,0
2020-01-10,Phrae,3.25,3.69,32,84,0
2020-01-10,Bangkok,6.74,5.83,29,85,0
2020-01-10,Nakhon Ratchasima,14.56,5.69,33,81,0
2020-01-10,Ubon Ratchathani,17.8,7.83,25,67,0
2020-01-10,Chiang Mai,7.49,5.35,27,71,0
2020-01-10,Ubon Ratchathani,3.65,5.26,27,73,0
2020-01-10,Nakhon Sawan,8.09,4.49,25,87,0
2020-01-10,Pathum Thani,16.1,4.51,26,68,0
2020-01-10,Nan,6.05,5.55,35,82,0
2020-01-10,Chiang Mai,12.08,4.26,34,75,0
2020-01-10,Nakhon Si Thammarat,1.3,3.83,36,71,0
2020-01-10,Ubon Ratchathani,19.16,5.94,29,79,0
2020-01-10,Ayutthaya,4.97,4.54,35,69,0
2020-01-10,Songkhla,3.76,5.15,33,83,0
2020-01-10,Chiang Rai,16.33,6.12,28,69,0
2020-01-10,Surat Thani,15.77,5.95,36,90,0
2020-01-10,Phrae,4.36,5.04,35,90,0
2020-01-10,Ayutthaya,16.42,8.05,28,82,0
2020-01-10,Phrae,5.3,4.46,29,64,0
2020-01-10,Pathum Thani,12.11,5.81,33,75,0
2020-01-10,Chiang Mai,16.49,2.53,35,74,0
2020-01-10,Nakhon Ratchasima,16.97,6.18,35,89,0
2020-01-10,Bangkok,19.24,6.14,30,73,0
2020-01-10,Phrae,14.08,5.69,37,62,0
2020-01-10,Chiang Rai,3.22,6.54,25,90,0
2020-01-10,Ubon Ratchathani,1.37,6.07,37,92,0
2020-01-10,Khon Kaen,4.36,5.71,35,72,0
2020-01-10,Bangkok,18.59,5.17,33,71,0
2020-01-10,Ubon Ratchathani,17.23,6.17,34,68,0
2020-01-10,Khon Kaen,12.18,4.24,34,94,0
2020-01-10,Phrae,8.13,5.52,25,74,0
2020-01-10,Ubon Ratchathani,15.36,5.97,29,88,0
2020-01-10,Ubon Ratchathani,6.63,4.45,25,68,0
2020-01-10,Pathum Thani,10.37,3.18,25,87,0
2020-01-10,Ubon Ratchathani,11.07,4.07,35,79,0
2020-01-10,Bangkok,15.53,3.55,36,90,0
2020-01-10,Ubon Ratchathani,3.58,3.97,29,80,0
2020-01-10,Nakhon Ratchasima,4.97,5.52,26,83,0
2020-01-10,Khon Kaen,9.86,4.63,34,89,0
2020-01-10,Sukhothai,0.13,6.05,34,92,0
2020-01-10,Nakhon Si Thammarat,18.48,6.22,36,77,0
2020-01-10,Phrae,1.6,5.87,33,92,0
2020-01-10,Nakhon Sawan,9.08,5.14,28,92,0
2020-01-10,Surat Thani,0.32,4.18,26,86,0
2020-01-10,Chiang Rai,6.62,4.32,25,60,0
2020-01-10,Pathum Thani,7.82,4.0,37,82,0
2020-01-10,Nan,10.68,5.48,25,78,0
2020-01-10,Khon Kaen,10.36,6.59,34,68,0
2020-01-10,Songkhla,16.43,6.31,30,88,0
2020-01-10,Khon Kaen,8.69,4.82,33,77,0
2020-01-10,Bangkok,10.89,4.45,28,67,0
2020-01-10,Ayutthaya,1.84,6.09,26,60,0
2020-01-10,Chiang Mai,5.53,4.47,26,83,0
2020-01-10,Nakhon Sawan,2.33,4.03,32,68,0
2020-01-10,Pathum Thani,4.76,5.07,32,86,0
2020-01-10,Surat Thani,15.67,6.3,25,83,0
2020-01-10,Sukhothai,8.0,6.34,28,75,0
2020-01-10,Nan,4.77,5.86,26,87,0
2020-01-10,Nakhon Ratchasima,18.91,5.64,34,83,0
2020-01-10,Nakhon Si Thammarat,7.78,4.81,29,75,0
2020-01-10,Khon Kaen,9.89,5.81,35,65,0
2020-01-10,Nakhon Ratchasima,17.16,7.13,34,62,0
2020-01-10,Nakhon Si Thammarat,6.97,5.68,29,61,0
2020-01-10,Chiang Mai,1.87,4.07,26,93,0
2020-01-10,Nakhon Sawan,10.5,6.02,32,90,0
2020-01-10,Songkhla,6.45,8.05,29,67,0
2020-01-10,Chiang Rai,16.03,6.5,35,75,0
2020-01-10,Nan,6.26,6.06,25,66,0
2020-01-10,Nakhon Si Thammarat,13.85,6.19,33,63,0
2020-01-10,Nakhon Ratchasima,1.4,5.8,27,71,0
2020-01-10,Bangkok,9.67,4.57,36,64,0
2020-01-10,Ubon Ratchathani,13.3,6.76,31,93,0
2020-01-10,Khon Kaen,0.51,5.02,35,63,0
2020-01-10,Ayutthaya,14.11,6.49,30,94,0
2020-01-10,Ubon Ratchathani,2.56,5.64,35,68,0
2020-01-10,Nakhon Sawan,7.39,4.34,31,64,0
2020-01-10,Nakhon Sawan,13.96,4.82,25,75,0
2020-01-10,Nan,16.28,4.81,35,70,0
2020-01-10,Ubon Ratchathani,13.7,5.07,31,66,0
2020-01-10,Ubon Ratchathani,14.29,5.3,33,87,0
2020-01-10,Chiang Mai,12.65,4.3,30,79,0
2020-01-10,Surat Thani,4.25,5.92,33,60,0
2020-01-10,Nakhon Ratchasima,12.87,7.71,34,82,0
